text,split_sentences
My strings sometimes sound different when playing the same not on different strings This is normal and probably not a result of the string type Part of it is because the strings are different thicknesses part of it is the timbre of the string is different because of the length of the vibrating section of the string Typically the frets 5-7 or so have a purer tone because of the over and under tones created when the string is vibrating at that length When you play a note on an instrument you aren t hearing just that note You hear that note plus others that are related to it Pure tones sound super dull to our ears think of a computer making a tone As far as which strings to use it sounds like you re sensitive to timbre and pitch like I am On one of my ukuleles I am happy with the Fremont Blackline strings On another I prefer a mix of strings because I haven t found a set that I like for all four strings the A will sound too pointy and sharp or the C will be bleh or some other thing I don t like So I guess my suggestion would be to experiment with mixing sets and think about and pay attention to how different string types affect the timbre of the pitch bearing in mind what I mentioned above about the length of the vibrating string the part between the fret you re holding and the bridge also plays a big part You can find more information about these concepts by searching for timbre or tonal quality There are some very interesting physics behind it Oh also the ukulele scale and body size and all that play a factor too,"[('My', 0), ('strings', 0), ('sometimes', 0), ('sound', 0), ('different', 0), ('when', 0), ('playing', 0), ('the', 0), ('same', 0), ('not', 0), ('on', 0), ('different', 0), ('strings', 0), ('This', 0), ('is', 0), ('normal', 0), ('and', 0), ('probably', 0), ('not', 0), ('a', 0), ('result', 0), ('of', 0), ('the', 0), ('string', 0), ('type', 0), ('Part', 0), ('of', 0), ('it', 0), ('is', 0), ('because', 0), ('the', 0), ('strings', 0), ('are', 0), ('different', 0), ('thicknesses', 0), ('part', 0), ('of', 0), ('it', 0), ('is', 0), ('the', 0), ('timbre', 0), ('of', 0), ('the', 0), ('string', 0), ('is', 0), ('different', 0), ('because', 0), ('of', 0), ('the', 0), ('length', 0), ('of', 0), ('the', 0), ('vibrating', 0), ('section', 0), ('of', 0), ('the', 0), ('string', 0), ('Typically', 0), ('the', 0), ('frets', 0), ('5-7', 0), ('or', 0), ('so', 0), ('have', 0), ('a', 0), ('purer', 0), ('tone', 0), ('because', 0), ('of', 0), ('the', 0), ('over', 0), ('and', 0), ('under', 0), ('tones', 0), ('created', 0), ('when', 0), ('the', 0), ('string', 0), ('is', 0), ('vibrating', 0), ('at', 0), ('that', 0), ('length', 0), ('When', 0), ('you', 0), ('play', 0), ('a', 0), ('note', 0), ('on', 0), ('an', 0), ('instrument', 0), ('you', 0), ('aren', 0), ('t', 0), ('hearing', 0), ('just', 0), ('that', 0), ('note', 0), ('You', 0), ('hear', 0), ('that', 0), ('note', 0), ('plus', 0), ('others', 0), ('that', 0), ('are', 0), ('related', 0), ('to', 0), ('it', 0), ('Pure', 0), ('tones', 0), ('sound', 0), ('super', 0), ('dull', 2), ('to', 0), ('our', 0), ('ears', 0), ('think', 0), ('of', 0), ('a', 0), ('computer', 0), ('making', 0), ('a', 0), ('tone', 0), ('As', 0), ('far', 0), ('as', 0), ('which', 0), ('strings', 0), ('to', 0), ('use', 0), ('it', 0), ('sounds', 0), ('like', 0), ('you', 0), ('re', 0), ('sensitive', 0), ('to', 0), ('timbre', 0), ('and', 0), ('pitch', 0), ('like', 0), ('I', 0), ('am', 0), ('On', 0), ('one', 0), ('of', 0), ('my', 0), ('ukuleles', 1), ('I', 0), ('am', 0), ('happy', 0), ('with', 0), ('the', 0), ('Fremont', 0), ('Blackline', 0), ('strings', 0), ('On', 0), ('another', 0), ('I', 0), ('prefer', 0), ('a', 0), ('mix', 0), ('of', 0), ('strings', 0), ('because', 0), ('I', 0), ('haven', 0), ('t', 0), ('found', 0), ('a', 0), ('set', 0), ('that', 0), ('I', 0), ('like', 0), ('for', 0), ('all', 0), ('four', 0), ('strings', 0), ('the', 0), ('A', 0), ('will', 0), ('sound', 0), ('too', 0), ('pointy', 2), ('and', 0), ('sharp', 2), ('or', 0), ('the', 0), ('C', 0), ('will', 0), ('be', 0), ('bleh', 0), ('or', 0), ('some', 0), ('other', 0), ('thing', 0), ('I', 0), ('don', 0), ('t', 0), ('like', 0), ('So', 0), ('I', 0), ('guess', 0), ('my', 0), ('suggestion', 0), ('would', 0), ('be', 0), ('to', 0), ('experiment', 0), ('with', 0), ('mixing', 0), ('sets', 0), ('and', 0), ('think', 0), ('about', 0), ('and', 0), ('pay', 0), ('attention', 0), ('to', 0), ('how', 0), ('different', 0), ('string', 0), ('types', 0), ('affect', 0), ('the', 0), ('timbre', 0), ('of', 0), ('the', 0), ('pitch', 0), ('bearing', 0), ('in', 0), ('mind', 0), ('what', 0), ('I', 0), ('mentioned', 0), ('above', 0), ('about', 0), ('the', 0), ('length', 0), ('of', 0), ('the', 0), ('vibrating', 0), ('string', 0), ('the', 0), ('part', 0), ('between', 0), ('the', 0), ('fret', 0), ('you', 0), ('re', 0), ('holding', 0), ('and', 0), ('the', 0), ('bridge', 0), ('also', 0), ('plays', 0), ('a', 0), ('big', 0), ('part', 0), ('You', 0), ('can', 0), ('find', 0), ('more', 0), ('information', 0), ('about', 0), ('these', 0), ('concepts', 0), ('by', 0), ('searching', 0), ('for', 0), ('timbre', 0), ('or', 0), ('tonal', 0), ('quality', 0), ('There', 0), ('are', 0), ('some', 0), ('very', 0), ('interesting', 0), ('physics', 0), ('behind', 0), ('it', 0), ('Oh', 0), ('also', 0), ('the', 0), ('ukulele', 0), ('scale', 0), ('and', 0), ('body', 0), ('size', 0), ('and', 0), ('all', 0), ('that', 0), ('play', 0), ('a', 0), ('factor', 0), ('too', 0)]"
Great write up OP I think the more experimental edge to these tracks really nicely complements contrasts with his rather airy mellow voice and it really works,"[('Great', 0), ('write', 0), ('up', 0), ('OP', 0), ('I', 0), ('think', 0), ('the', 0), ('more', 0), ('experimental', 0), ('edge', 0), ('to', 0), ('these', 0), ('tracks', 0), ('really', 0), ('nicely', 0), ('complements', 0), ('contrasts', 0), ('with', 0), ('his', 0), ('rather', 0), ('airy', 2), ('mellow', 2), ('voice', 0), ('and', 0), ('it', 0), ('really', 0), ('works', 0)]"
What if rock music didn t emphasize the electric guitar so much - but rather emulated the timbre of the guitar via analogue and digital synthesizers as well as high quality and diverse samples I like both methods This chap s doing it via a synth,"[('What', 0), ('if', 0), ('rock', 0), ('music', 0), ('didn', 0), ('t', 0), ('emphasize', 0), ('the', 0), ('electric', 0), ('guitar', 1), ('so', 0), ('much', 0), ('-', 0), ('but', 0), ('rather', 0), ('emulated', 0), ('the', 0), ('timbre', 0), ('of', 0), ('the', 0), ('guitar', 1), ('via', 0), ('analogue', 0), ('and', 0), ('digital', 0), ('synthesizers', 1), ('as', 0), ('well', 0), ('as', 0), ('high', 0), ('quality', 0), ('and', 0), ('diverse', 0), ('samples', 0), ('I', 0), ('like', 0), ('both', 0), ('methods', 0), ('This', 0), ('chap', 0), ('s', 0), ('doing', 0), ('it', 0), ('via', 0), ('a', 0), ('synth', 1)]"
My bad on assuming That s a clavinet A specific clavinet modified with a whammy bar system I ll explain a key difference between what most people call an electric piano these days versus an actual electric briefly Digital Piano Proper term for most virtually all pianos purchased in modernity which aren t acoustic They have speakers which amplify a set of usually on-board fairly low-quality samples of a real acoustic piano Electric Piano An electric piano uses electromagnetic pickups coiled up wire which are mounted in proximity to the strings in the case of the Yamaha CP70 or CP80 tines in the case of the Fender Rhodes and in the case of the instrument here - the keyboard is actually triggering the plucking of a string similar to a harpsichord but it s a clavichord So it s a freaking electric clavichord Yamaha CP80 was heard a lot through the 1980 s on stage when bands especially didn t want to have to lug around one or more grand pianos during concerts Some U2 song uses one too at least one The Fender Rhodes is heard on Just the Way you Are by William Martin Joel It was also used extensively and still is by those in the know by Jazz artists Jazz fusion and of course Pink Floyd post-Syd Barrett It came out some time in the 70 s The Clavinet is heard on Stevie Wonder songs - can t think of much else at the moment Let this post be informative Please like subscribe below,"[('My', 0), ('bad', 0), ('on', 0), ('assuming', 0), ('That', 0), ('s', 0), ('a', 0), ('clavinet', 1), ('A', 0), ('specific', 0), ('clavinet', 1), ('modified', 0), ('with', 0), ('a', 0), ('whammy', 0), ('bar', 0), ('system', 0), ('I', 0), ('ll', 0), ('explain', 0), ('a', 0), ('key', 0), ('difference', 0), ('between', 0), ('what', 0), ('most', 0), ('people', 0), ('call', 0), ('an', 0), ('electric', 0), ('piano', 0), ('these', 0), ('days', 0), ('versus', 0), ('an', 0), ('actual', 0), ('electric', 0), ('briefly', 0), ('Digital', 0), ('Piano', 1), ('Proper', 0), ('term', 0), ('for', 0), ('most', 0), ('virtually', 0), ('all', 0), ('pianos', 0), ('purchased', 0), ('in', 0), ('modernity', 0), ('which', 0), ('aren', 0), ('t', 0), ('acoustic', 0), ('They', 0), ('have', 0), ('speakers', 0), ('which', 0), ('amplify', 0), ('a', 0), ('set', 0), ('of', 0), ('usually', 0), ('on-board', 0), ('fairly', 0), ('low-quality', 0), ('samples', 0), ('of', 0), ('a', 0), ('real', 0), ('acoustic', 0), ('piano', 0), ('Electric', 0), ('Piano', 1), ('An', 0), ('electric', 0), ('piano', 0), ('uses', 0), ('electromagnetic', 0), ('pickups', 0), ('coiled', 0), ('up', 0), ('wire', 0), ('which', 0), ('are', 0), ('mounted', 0), ('in', 0), ('proximity', 0), ('to', 0), ('the', 0), ('strings', 0), ('in', 0), ('the', 0), ('case', 0), ('of', 0), ('the', 0), ('Yamaha', 0), ('CP70', 0), ('or', 0), ('CP80', 0), ('tines', 0), ('in', 0), ('the', 0), ('case', 0), ('of', 0), ('the', 0), ('Fender', 0), ('Rhodes', 0), ('and', 0), ('in', 0), ('the', 0), ('case', 0), ('of', 0), ('the', 0), ('instrument', 0), ('here', 0), ('-', 0), ('the', 0), ('keyboard', 0), ('is', 0), ('actually', 0), ('triggering', 0), ('the', 0), ('plucking', 0), ('of', 0), ('a', 0), ('string', 0), ('similar', 0), ('to', 0), ('a', 0), ('harpsichord', 1), ('but', 0), ('it', 0), ('s', 0), ('a', 0), ('clavichord', 1), ('So', 0), ('it', 0), ('s', 0), ('a', 0), ('freaking', 0), ('electric', 0), ('clavichord', 1), ('Yamaha', 0), ('CP80', 0), ('was', 0), ('heard', 0), ('a', 0), ('lot', 0), ('through', 0), ('the', 0), ('1980', 0), ('s', 0), ('on', 0), ('stage', 0), ('when', 0), ('bands', 0), ('especially', 0), ('didn', 0), ('t', 0), ('want', 0), ('to', 0), ('have', 0), ('to', 0), ('lug', 0), ('around', 0), ('one', 0), ('or', 0), ('more', 0), ('grand', 0), ('pianos', 0), ('during', 0), ('concerts', 0), ('Some', 0), ('U2', 0), ('song', 0), ('uses', 0), ('one', 0), ('too', 0), ('at', 0), ('least', 0), ('one', 0), ('The', 0), ('Fender', 0), ('Rhodes', 0), ('is', 0), ('heard', 0), ('on', 0), ('Just', 0), ('the', 0), ('Way', 0), ('you', 0), ('Are', 0), ('by', 0), ('William', 0), ('Martin', 0), ('Joel', 0), ('It', 0), ('was', 0), ('also', 0), ('used', 0), ('extensively', 0), ('and', 0), ('still', 0), ('is', 0), ('by', 0), ('those', 0), ('in', 0), ('the', 0), ('know', 0), ('by', 0), ('Jazz', 0), ('artists', 0), ('Jazz', 0), ('fusion', 0), ('and', 0), ('of', 0), ('course', 0), ('Pink', 0), ('Floyd', 0), ('post-Syd', 0), ('Barrett', 0), ('It', 0), ('came', 0), ('out', 0), ('some', 0), ('time', 0), ('in', 0), ('the', 0), ('70', 0), ('s', 0), ('The', 0), ('Clavinet', 0), ('is', 0), ('heard', 0), ('on', 0), ('Stevie', 0), ('Wonder', 0), ('songs', 0), ('-', 0), ('can', 0), ('t', 0), ('think', 0), ('of', 0), ('much', 0), ('else', 0), ('at', 0), ('the', 0), ('moment', 0), ('Let', 0), ('this', 0), ('post', 0), ('be', 0), ('informative', 0), ('Please', 0), ('like', 0), ('subscribe', 0), ('below', 0)]"
A rather underrated composer worldwide Manuel M Ponce He made many compositions for guitar maybe one of this video interests you,"[('A', 0), ('rather', 0), ('underrated', 0), ('composer', 0), ('worldwide', 0), ('Manuel', 0), ('M', 0), ('Ponce', 0), ('He', 0), ('made', 0), ('many', 0), ('compositions', 0), ('for', 0), ('guitar', 1), ('maybe', 0), ('one', 0), ('of', 0), ('this', 0), ('video', 0), ('interests', 0), ('you', 0)]"
ELI5 What is physically different about the soundwaves coming from say a guitar and a trumpet that give them their timbre,"[('ELI5', 0), ('What', 0), ('is', 0), ('physically', 0), ('different', 0), ('about', 0), ('the', 0), ('soundwaves', 0), ('coming', 0), ('from', 0), ('say', 0), ('a', 0), ('guitar', 1), ('and', 0), ('a', 0), ('trumpet', 1), ('that', 0), ('give', 0), ('them', 0), ('their', 0), ('timbre', 0)]"
The waves makes up the note and the timbre is essentially the texture The impurities that makes it different from the perfect clean note,"[('The', 0), ('waves', 0), ('makes', 0), ('up', 0), ('the', 0), ('note', 0), ('and', 0), ('the', 0), ('timbre', 0), ('is', 0), ('essentially', 0), ('the', 0), ('texture', 0), ('The', 0), ('impurities', 0), ('that', 0), ('makes', 0), ('it', 0), ('different', 0), ('from', 0), ('the', 0), ('perfect', 0), ('clean', 2), ('note', 0)]"
Not sure if this is the right place but I need an instrument with harmonica-esque mobility eg playing it and guitar at the same time that can carry melody with the timbre power of brass,"[('Not', 0), ('sure', 0), ('if', 0), ('this', 0), ('is', 0), ('the', 0), ('right', 0), ('place', 0), ('but', 0), ('I', 0), ('need', 0), ('an', 0), ('instrument', 0), ('with', 0), ('harmonica-esque', 0), ('mobility', 0), ('eg', 0), ('playing', 0), ('it', 0), ('and', 0), ('guitar', 1), ('at', 0), ('the', 0), ('same', 0), ('time', 0), ('that', 0), ('can', 0), ('carry', 0), ('melody', 0), ('with', 0), ('the', 0), ('timbre', 0), ('power', 0), ('of', 0), ('brass', 1)]"
If you could clamp some brass instrument down you could play its open overtone series It would only work for a couple of keys though unless you had a few differently sized pitched horns,"[('If', 0), ('you', 0), ('could', 0), ('clamp', 0), ('some', 0), ('brass', 1), ('instrument', 0), ('down', 0), ('you', 0), ('could', 0), ('play', 0), ('its', 0), ('open', 0), ('overtone', 0), ('series', 0), ('It', 0), ('would', 0), ('only', 0), ('work', 0), ('for', 0), ('a', 0), ('couple', 0), ('of', 0), ('keys', 0), ('though', 0), ('unless', 0), ('you', 0), ('had', 0), ('a', 0), ('few', 0), ('differently', 0), ('sized', 0), ('pitched', 0), ('horns', 1)]"
I think your only other option is a pan flute Talk to Hohner or Dannecker and see if they have any models that will give you the sound you want,"[('I', 0), ('think', 0), ('your', 0), ('only', 0), ('other', 0), ('option', 0), ('is', 0), ('a', 0), ('pan', 0), ('flute', 0), ('Talk', 0), ('to', 0), ('Hohner', 0), ('or', 0), ('Dannecker', 0), ('and', 0), ('see', 0), ('if', 0), ('they', 0), ('have', 0), ('any', 0), ('models', 0), ('that', 0), ('will', 0), ('give', 0), ('you', 0), ('the', 0), ('sound', 0), ('you', 0), ('want', 0)]"
Given that both of your hands will be occupied by playing the guitar your choices will be limited here Consider a Kazoo like this - Sorry about the silly link size,"[('Given', 0), ('that', 0), ('both', 0), ('of', 0), ('your', 0), ('hands', 0), ('will', 0), ('be', 0), ('occupied', 0), ('by', 0), ('playing', 0), ('the', 0), ('guitar', 1), ('your', 0), ('choices', 0), ('will', 0), ('be', 0), ('limited', 0), ('here', 0), ('Consider', 0), ('a', 0), ('Kazoo', 0), ('like', 0), ('this', 0), ('-', 0), ('Sorry', 0), ('about', 0), ('the', 0), ('silly', 0), ('link', 0), ('size', 0)]"
Every time the elevator at the hospital where I work dings I am reminded of Radiohead s No Surprises because it is the exact same note and similar timbre to the opening guitar note What are some sensory associations such is this that you have noticed in your life,"[('Every', 0), ('time', 0), ('the', 0), ('elevator', 0), ('at', 0), ('the', 0), ('hospital', 0), ('where', 0), ('I', 0), ('work', 0), ('dings', 0), ('I', 0), ('am', 0), ('reminded', 0), ('of', 0), ('Radiohead', 0), ('s', 0), ('No', 0), ('Surprises', 0), ('because', 0), ('it', 0), ('is', 0), ('the', 0), ('exact', 0), ('same', 0), ('note', 0), ('and', 0), ('similar', 0), ('timbre', 0), ('to', 0), ('the', 0), ('opening', 0), ('guitar', 1), ('note', 0), ('What', 0), ('are', 0), ('some', 0), ('sensory', 0), ('associations', 0), ('such', 0), ('is', 0), ('this', 0), ('that', 0), ('you', 0), ('have', 0), ('noticed', 0), ('in', 0), ('your', 0), ('life', 0)]"
Whenever I take a boiling kettle off the stove the resulting dying whistle always sounds exactly like the part of Paranoid Android before they go into that final guitar bit It gets stuck in my head every time and now I associate tea with Radiohead,"[('Whenever', 0), ('I', 0), ('take', 0), ('a', 0), ('boiling', 0), ('kettle', 0), ('off', 0), ('the', 0), ('stove', 0), ('the', 0), ('resulting', 0), ('dying', 0), ('whistle', 0), ('always', 0), ('sounds', 0), ('exactly', 0), ('like', 0), ('the', 0), ('part', 0), ('of', 0), ('Paranoid', 0), ('Android', 0), ('before', 0), ('they', 0), ('go', 0), ('into', 0), ('that', 0), ('final', 0), ('guitar', 1), ('bit', 0), ('It', 0), ('gets', 0), ('stuck', 0), ('in', 0), ('my', 0), ('head', 0), ('every', 0), ('time', 0), ('and', 0), ('now', 0), ('I', 0), ('associate', 0), ('tea', 0), ('with', 0), ('Radiohead', 0)]"
Attack timbre variation like when plucking guitar strings from different directions,"[('Attack', 0), ('timbre', 0), ('variation', 0), ('like', 0), ('when', 0), ('plucking', 0), ('guitar', 1), ('strings', 0), ('from', 0), ('different', 0), ('directions', 0)]"
There are many different things but mostly it s about the instruments used E g for space cosmic alien the classic instrument is the theremin Now synths of course can create similar other-worldly sounds - i e sounds that are clearly not possible with any conventional earthly instrument i e the familiar string wind and percussion instruments For Hawaii a ukulele or slide guitar is the convention Slide guitar was originally called Hawaiian guitar back in the early 20thC Organ obviously - especially a large pipe organ with plenty of reverb - will connote church Other ethnic sounds will likewise be expressed using the instruments of that culture e g koto for Japan sitar for India mizmar for Arabia bouzouki for Greece tin whistle for Ireland bagpipes for Scotland Obviously this is shorthand effects for western audiences The scales used could be normal western major and minor scales the instrument s used is usually enough to connote the culture one is trying to evoke Naturally for more convincing evocations an appropriate ethnic scale could be used - such as the double harmonic scale for arabic Where the instrument of the culture is a familiar western instrument already - such as the guitar in Spain - then musical factors in that case phrygian dominant and ornamentation become more important Other non-instrumental musical factors - at least as important as scales - are rhythms and timbres Complex rhythms and fast tempos for example can easily denote something Arabic or Eastern European which is which would be determined by the instruments chosen - eg fiddles and accordions probably for the latter or maybe something more specific like a cimbalom Again when it comes to mood and emotion it s rhythm tempo dynamics timbre and so on that do the work much more than scales modes or chords Harmony does matter but mostly in terms of a basic consonance-dissonance spectrum rather than anything more complex theoretically Dissonance obviously connotes tension - fear danger horror etc You could use this list to begin to compile your own I m not aware of an existing chart of such things although I wouldn t be surprised if film composers and arrangers know of some Obviously such a chart would be handy for video game composers,"[('There', 0), ('are', 0), ('many', 0), ('different', 0), ('things', 0), ('but', 0), ('mostly', 0), ('it', 0), ('s', 0), ('about', 0), ('the', 0), ('instruments', 0), ('used', 0), ('E', 0), ('g', 0), ('for', 0), ('space', 0), ('cosmic', 0), ('alien', 0), ('the', 0), ('classic', 0), ('instrument', 0), ('is', 0), ('the', 0), ('theremin', 1), ('Now', 0), ('synths', 1), ('of', 0), ('course', 0), ('can', 0), ('create', 0), ('similar', 0), ('other-worldly', 0), ('sounds', 0), ('-', 0), ('i', 0), ('e', 0), ('sounds', 0), ('that', 0), ('are', 0), ('clearly', 0), ('not', 0), ('possible', 0), ('with', 0), ('any', 0), ('conventional', 0), ('earthly', 0), ('instrument', 0), ('i', 0), ('e', 0), ('the', 0), ('familiar', 0), ('string', 1), ('wind', 1), ('and', 0), ('percussion', 1), ('instruments', 0), ('For', 0), ('Hawaii', 0), ('a', 0), ('ukulele', 1), ('or', 0), ('slide', 0), ('guitar', 1), ('is', 0), ('the', 0), ('convention', 0), ('Slide', 0), ('guitar', 1), ('was', 0), ('originally', 0), ('called', 0), ('Hawaiian', 0), ('guitar', 1), ('back', 0), ('in', 0), ('the', 0), ('early', 0), ('20thC', 0), ('Organ', 0), ('obviously', 0), ('-', 0), ('especially', 0), ('a', 0), ('large', 0), ('pipe', 0), ('organ', 0), ('with', 0), ('plenty', 0), ('of', 0), ('reverb', 0), ('-', 0), ('will', 0), ('connote', 0), ('church', 0), ('Other', 0), ('ethnic', 0), ('sounds', 0), ('will', 0), ('likewise', 0), ('be', 0), ('expressed', 0), ('using', 0), ('the', 0), ('instruments', 0), ('of', 0), ('that', 0), ('culture', 0), ('e', 0), ('g', 0), ('koto', 1), ('for', 0), ('Japan', 0), ('sitar', 1), ('for', 0), ('India', 0), ('mizmar', 1), ('for', 0), ('Arabia', 0), ('bouzouki', 1), ('for', 0), ('Greece', 0), ('tin', 0), ('whistle', 1), ('for', 0), ('Ireland', 0), ('bagpipes', 1), ('for', 0), ('Scotland', 0), ('Obviously', 0), ('this', 0), ('is', 0), ('shorthand', 0), ('effects', 0), ('for', 0), ('western', 0), ('audiences', 0), ('The', 0), ('scales', 0), ('used', 0), ('could', 0), ('be', 0), ('normal', 0), ('western', 0), ('major', 0), ('and', 0), ('minor', 0), ('scales', 0), ('the', 0), ('instrument', 0), ('s', 0), ('used', 0), ('is', 0), ('usually', 0), ('enough', 0), ('to', 0), ('connote', 0), ('the', 0), ('culture', 0), ('one', 0), ('is', 0), ('trying', 0), ('to', 0), ('evoke', 0), ('Naturally', 0), ('for', 0), ('more', 0), ('convincing', 0), ('evocations', 0), ('an', 0), ('appropriate', 0), ('ethnic', 0), ('scale', 0), ('could', 0), ('be', 0), ('used', 0), ('-', 0), ('such', 0), ('as', 0), ('the', 0), ('double', 0), ('harmonic', 0), ('scale', 0), ('for', 0), ('arabic', 0), ('Where', 0), ('the', 0), ('instrument', 0), ('of', 0), ('the', 0), ('culture', 0), ('is', 0), ('a', 0), ('familiar', 0), ('western', 0), ('instrument', 0), ('already', 0), ('-', 0), ('such', 0), ('as', 0), ('the', 0), ('guitar', 1), ('in', 0), ('Spain', 0), ('-', 0), ('then', 0), ('musical', 0), ('factors', 0), ('in', 0), ('that', 0), ('case', 0), ('phrygian', 0), ('dominant', 0), ('and', 0), ('ornamentation', 0), ('become', 0), ('more', 0), ('important', 0), ('Other', 0), ('non-instrumental', 0), ('musical', 0), ('factors', 0), ('-', 0), ('at', 0), ('least', 0), ('as', 0), ('important', 0), ('as', 0), ('scales', 0), ('-', 0), ('are', 0), ('rhythms', 0), ('and', 0), ('timbres', 0), ('Complex', 0), ('rhythms', 0), ('and', 0), ('fast', 0), ('tempos', 0), ('for', 0), ('example', 0), ('can', 0), ('easily', 0), ('denote', 0), ('something', 0), ('Arabic', 0), ('or', 0), ('Eastern', 0), ('European', 0), ('which', 0), ('is', 0), ('which', 0), ('would', 0), ('be', 0), ('determined', 0), ('by', 0), ('the', 0), ('instruments', 0), ('chosen', 0), ('-', 0), ('eg', 0), ('fiddles', 1), ('and', 0), ('accordions', 1), ('probably', 0), ('for', 0), ('the', 0), ('latter', 0), ('or', 0), ('maybe', 0), ('something', 0), ('more', 0), ('specific', 0), ('like', 0), ('a', 0), ('cimbalom', 0), ('Again', 0), ('when', 0), ('it', 0), ('comes', 0), ('to', 0), ('mood', 0), ('and', 0), ('emotion', 0), ('it', 0), ('s', 0), ('rhythm', 0), ('tempo', 0), ('dynamics', 0), ('timbre', 0), ('and', 0), ('so', 0), ('on', 0), ('that', 0), ('do', 0), ('the', 0), ('work', 0), ('much', 0), ('more', 0), ('than', 0), ('scales', 0), ('modes', 0), ('or', 0), ('chords', 0), ('Harmony', 0), ('does', 0), ('matter', 0), ('but', 0), ('mostly', 0), ('in', 0), ('terms', 0), ('of', 0), ('a', 0), ('basic', 0), ('consonance-dissonance', 0), ('spectrum', 0), ('rather', 0), ('than', 0), ('anything', 0), ('more', 0), ('complex', 0), ('theoretically', 0), ('Dissonance', 2), ('obviously', 0), ('connotes', 0), ('tension', 0), ('-', 0), ('fear', 0), ('danger', 0), ('horror', 0), ('etc', 0), ('You', 0), ('could', 0), ('use', 0), ('this', 0), ('list', 0), ('to', 0), ('begin', 0), ('to', 0), ('compile', 0), ('your', 0), ('own', 0), ('I', 0), ('m', 0), ('not', 0), ('aware', 0), ('of', 0), ('an', 0), ('existing', 0), ('chart', 0), ('of', 0), ('such', 0), ('things', 0), ('although', 0), ('I', 0), ('wouldn', 0), ('t', 0), ('be', 0), ('surprised', 0), ('if', 0), ('film', 0), ('composers', 0), ('and', 0), ('arrangers', 0), ('know', 0), ('of', 0), ('some', 0), ('Obviously', 0), ('such', 0), ('a', 0), ('chart', 0), ('would', 0), ('be', 0), ('handy', 0), ('for', 0), ('video', 0), ('game', 0), ('composers', 0)]"
